name,score,user score,critics,users,platform,rating
Kingdom Hearts 358/2 Days,75,84.0,53,387,DS,72.83
Gun,75,76.0,53,71,Xbox360,72.83
DiRT Showdown,75,65.0,53,60,Xbox360,72.83
Top Spin 2,75,68.0,52,25,Xbox360,72.81
Shadow of Rome,75,86.0,52,89,PlayStation2,72.81
Quake 4,75,69.0,52,97,Xbox360,72.81
Transformers,75,86.0,51,32,PlayStation2,72.79
WWE All Stars,75,66.0,51,40,PlayStation3,72.79
Iron Harvest,75,64.0,51,86,PC,72.79
A Total War Saga: Thrones of Britannia,75,54.0,51,145,PC,72.79
Evil Genius,75,83.0,51,125,PC,72.79
Tropico 5,75,70.0,51,395,PC,72.79
Black & White 2,75,72.0,50,128,PC,72.76
Attack on Titan 2,75,74.0,50,65,PlayStation4,72.76
The Bard's Tale,75,75.0,50,6,Xbox,72.76
WWE SmackDown vs. Raw 2011,75,77.0,49,60,Xbox360,72.74
The Surge 2,75,71.0,49,151,PlayStation4,72.74
Me & My Katamari,75,86.0,49,30,PSP,72.74
Prince of Persia: The Forgotten Sands,75,74.0,49,156,PlayStation3,72.74
Outlast 2,75,65.0,48,525,PC,72.72
Super Princess Peach,75,78.0,48,48,DS,72.72
The House of the Dead: Overkill - Extended Cut,75,74.0,48,36,PlayStation3,72.72
S.T.A.L.K.E.R.: Clear Sky,75,77.0,47,710,PC,72.69
Hard Corps: Uprising,75,73.0,47,20,Xbox360,72.69
One Piece: Pirate Warriors 4,75,71.0,47,78,PlayStation4,72.69
Resident Evil: The Umbrella Chronicles,75,76.0,47,158,Wii,72.69
MX vs. ATV Reflex,75,65.0,47,36,Xbox360,72.69
Mafia II,74,80.0,79,625,Xbox360,72.65
Gran Turismo: The Real Driving Simulator,74,74.0,73,114,PSP,72.58
Fire Emblem Warriors,74,79.0,72,361,Switch,72.57
I Am Setsuna,74,74.0,72,190,PlayStation4,72.57
Medal of Honor,74,68.0,71,294,Xbox360,72.56
Prototype 2,74,70.0,69,194,Xbox360,72.54
Prince of Persia: The Forgotten Sands,74,78.0,69,137,Xbox360,72.54
PlayStation All-Stars Battle Royale,74,73.0,69,591,PlayStation3,72.54
Hotline Miami 2: Wrong Number,74,76.0,67,642,PC,72.51
Ridge Racer 6,74,73.0,65,32,Xbox360,72.48
Syndicate,74,72.0,65,182,Xbox360,72.48
Starlink: Battle for Atlas,74,78.0,63,212,Switch,72.46
Batman: Arkham VR,74,72.0,62,176,PlayStation4,72.44
Red Dead Revolver,74,81.0,61,38,Xbox,72.43
Tokyo Jungle,74,81.0,60,107,PlayStation3,72.41
Amplitude,74,72.0,59,46,PlayStation4,72.4
Dying Light,74,79.0,58,1569,PlayStation4,72.38
Attack on Titan,74,70.0,58,128,PlayStation4,72.38
Spider-Man: Shattered Dimensions,74,77.0,57,133,PlayStation3,72.37
Killer7,74,87.0,57,104,GameCube,72.37
Journey to the Savage Planet,74,71.0,57,68,PlayStation4,72.37
Tourist Trophy,74,85.0,56,22,PlayStation2,72.35
Army of Two: The 40th Day,74,70.0,56,103,PlayStation3,72.35
The Secret World,74,83.0,55,1302,PC,72.34
Sonic Chronicles: The Dark Brotherhood,74,69.0,55,110,DS,72.34
Formula One Championship Edition,74,81.0,55,67,PlayStation3,72.34
Super Monkey Ball: Banana Blitz,74,58.0,53,85,Wii,72.3
John Wick Hex,74,43.0,53,44,PC,72.3
Ultimate Spider-Man,74,82.0,52,98,PlayStation2,72.28
SSX Blur,74,80.0,52,63,Wii,72.28
Katamari Forever,74,80.0,51,57,PlayStation3,72.27
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,74,80.0,51,23,PSP,72.27
Sonic the Hedgehog 4: Episode I,74,61.0,51,114,PlayStation3,72.27
Kinectimals,74,34.0,50,74,Xbox360,72.25
Destroy All Humans!,74,81.0,50,84,PlayStation2,72.25
Just Cause 3,74,57.0,50,760,PC,72.25
de Blob 2,74,72.0,50,34,PlayStation3,72.25
Genji: Dawn of the Samurai,74,88.0,49,27,PlayStation2,72.23
Infected,74,82.0,49,33,PSP,72.23
A Total War Saga: TROY,74,60.0,49,195,PC,72.23
Madden NFL 06,74,50.0,48,51,Xbox360,72.21
F.E.A.R. 3,74,72.0,48,112,PlayStation3,72.21
Phoenix Point,74,58.0,48,343,PC,72.21
Marvel: Ultimate Alliance 2,74,72.0,48,61,PlayStation3,72.21
Blackguards 2,74,73.0,48,86,PC,72.21
Killzone: Shadow Fall,73,68.0,88,2357,PlayStation4,72.09
Kirby Star Allies,73,74.0,83,469,Switch,72.06
Marvel Ultimate Alliance 3: The Black Order,73,73.0,82,336,Switch,72.05
Army of Two: The 40th Day,73,72.0,79,139,Xbox360,72.03
Disney Epic Mickey,73,74.0,78,155,Wii,72.02
Dragon Ball Z: Kakarot,73,79.0,75,791,PlayStation4,71.99
Marvel: Ultimate Alliance 2,73,74.0,75,96,Xbox360,71.99
Star Wars: The Force Unleashed,73,68.0,74,461,Xbox360,71.98
The Legend of Zelda: Tri Force Heroes,73,75.0,73,219,3DS,71.98
Kirby and the Rainbow Curse,73,80.0,72,251,WiiU,71.97
Dante's Inferno,73,76.0,71,264,Xbox360,71.96
inFamous: First Light,73,74.0,70,774,PlayStation4,71.95
The Saboteur,73,82.0,69,156,Xbox360,71.94
LittleBigPlanet Karting,73,71.0,69,183,PlayStation3,71.94
Marvel's Iron Man VR,73,62.0,68,171,PlayStation4,71.93
Tom Clancy's HAWX,73,71.0,64,54,Xbox360,71.89
Sakura Wars,73,73.0,62,143,PlayStation4,71.87
X-Men Origins: Wolverine,73,78.0,61,101,PlayStation3,71.86
LEGO Marvel Super Heroes 2,73,71.0,61,58,PlayStation4,71.86
Star Wars Battlefront,73,50.0,59,2566,PlayStation4,71.84
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,73,76.0,59,49,3DS,71.84
Project X Zone 2,73,76.0,57,57,3DS,71.82
Just Cause,73,70.0,57,61,Xbox360,71.82
The Surge,73,66.0,57,304,PlayStation4,71.82
Super Mario Maker for Nintendo 3DS,73,64.0,56,132,3DS,71.81
Call of Duty: Finest Hour,73,76.0,55,28,Xbox,71.8
Battlestations: Midway,73,77.0,55,37,Xbox360,71.8
RAGE 2,73,55.0,55,715,PC,71.8
Call of Duty: Finest Hour,73,76.0,55,28,Xbox,71.8
LEGO Pirates of the Caribbean: The Video Game,73,73.0,54,44,Xbox360,71.78
Medal of Honor: Airborne,73,69.0,54,93,Xbox360,71.78
Hybrid,73,73.0,54,32,Xbox360,71.78
Beautiful Katamari,73,70.0,52,43,Xbox360,71.76
Kinect Sports,73,76.0,51,111,Xbox360,71.75
Fantasy Life,73,84.0,51,257,3DS,71.75
Killer Instinct,73,64.0,51,645,XboxOne,71.75
Shadow Warrior,73,80.0,50,772,PC,71.73
Animal Crossing: City Folk,73,78.0,50,153,Wii,71.73
Hard Reset,73,73.0,49,362,PC,71.72
Overwatch,73,61.0,48,131,Switch,71.71
God Hand,73,92.0,48,643,PlayStation2,71.71
Pandora's Tower,73,81.0,48,116,Wii,71.71
The Elder Scrolls V: Skyrim - Dawnguard,73,72.0,47,270,Xbox360,71.69
WWE 2K16,73,72.0,47,262,PlayStation4,71.69
Men of Valor,73,76.0,47,9,Xbox,71.69
Dead Rising 4,72,48.0,86,369,XboxOne,71.43
Final Fantasy Type-0 HD,72,75.0,77,623,PlayStation4,71.39
rain,72,78.0,77,178,PlayStation3,71.39
Team Sonic Racing,72,75.0,76,195,PlayStation4,71.38
Army of Two,72,75.0,76,250,Xbox360,71.38
Sudeki,72,83.0,75,57,Xbox,71.38
Marvel vs. Capcom: Infinite,72,46.0,73,243,PlayStation4,71.37
Dark Sector,72,74.0,71,151,Xbox360,71.36
Dead or Alive 6,72,53.0,71,315,PlayStation4,71.36
Mercenaries 2: World in Flames,72,71.0,69,158,Xbox360,71.35
Castlevania: Lords of Shadow - Mirror of Fate,72,72.0,68,252,3DS,71.34
Wolfenstein,72,75.0,66,142,Xbox360,71.33
Destiny: Rise of Iron,72,48.0,66,288,PlayStation4,71.33
Battletoads,72,65.0,65,659,XboxOne,71.32
Guitar Hero: Warriors of Rock,72,67.0,65,56,Xbox360,71.32
Mortal Kombat vs. DC Universe,72,73.0,61,106,Xbox360,71.3
Need for Speed Heat,72,62.0,61,738,PlayStation4,71.3
Zombie Army 4: Dead War,72,66.0,60,62,PlayStation4,71.29
Assassin's Creed Unity,72,45.0,59,1135,XboxOne,71.28
Amnesia: A Machine for Pigs,72,59.0,59,904,PC,71.28
Tony Hawk's Proving Ground,72,56.0,59,47,Xbox360,71.28
Tales of Zestiria,72,73.0,59,375,PlayStation4,71.28
Matterfall,72,73.0,57,39,PlayStation4,71.27
FIFA 21,72,8.0,57,1153,PlayStation4,71.27
Excite Truck,72,84.0,57,86,Wii,71.27
Dragon Ball: Xenoverse 2,72,74.0,57,235,PlayStation4,71.27
Secret Agent Clank,72,77.0,56,53,PSP,71.26
GoldenEye 007: Reloaded,72,60.0,56,106,Xbox360,71.26
Star Ocean: The Last Hope,72,73.0,56,161,Xbox360,71.26
Mario & Sonic at the Olympic Winter Games,72,75.0,55,63,Wii,71.26
Dungeon Siege III,72,59.0,55,110,Xbox360,71.26
Papo & Yo,72,79.0,54,92,PlayStation3,71.25
The Saboteur,72,80.0,54,145,PlayStation3,71.25
Race Pro,72,71.0,54,61,Xbox360,71.25
Serious Sam 3: BFE,72,81.0,53,700,PC,71.24
Assassin's Creed Rogue,72,75.0,53,373,PlayStation3,71.24
The Incredible Adventures of Van Helsing,72,81.0,52,609,PC,71.23
Until Dawn: Rush of Blood,72,78.0,51,197,PlayStation4,71.23
Max: The Curse of Brotherhood,72,74.0,51,298,XboxOne,71.23
Crimson Alliance,72,72.0,51,39,Xbox360,71.23
Dragon Ball Z: Burst Limit,72,78.0,50,50,Xbox360,71.22
The Getaway,72,70.0,49,109,PlayStation2,71.21
Amped 3,72,71.0,49,36,Xbox360,71.21
Majin and the Forsaken Kingdom,72,79.0,49,42,PlayStation3,71.21
FIFA World Cup: Germany 2006,72,66.0,49,33,Xbox360,71.21
Ultimate Ghosts 'n Goblins,72,80.0,49,22,PSP,71.21
Sonic Heroes,72,79.0,49,218,GameCube,71.21
Dead Rising 2: Off the Record,72,74.0,48,69,Xbox360,71.2
Siren,72,78.0,48,54,PlayStation2,71.2
Dementium: The Ward,72,79.0,48,38,DS,71.2
Dark Sector,72,73.0,47,77,PlayStation3,71.19
LEGO The Hobbit,72,66.0,47,110,PlayStation4,71.19
State of Decay: Year One Survival Edition,72,68.0,47,182,XboxOne,71.19
Ninja Gaiden Sigma Plus,72,73.0,47,70,PlayStationVita,71.19
Days Gone,71,82.0,109,6993,PlayStation4,70.82
Driveclub,71,63.0,85,1744,PlayStation4,70.78
Dead Island,71,69.0,75,651,Xbox360,70.76
Red Faction: Armageddon,71,71.0,74,86,Xbox360,70.76
Robert Ludlum's The Bourne Conspiracy,71,73.0,72,68,Xbox360,70.76
Far Cry New Dawn,71,42.0,70,577,PlayStation4,70.75
Guitar Hero: On Tour,71,82.0,70,34,DS,70.75
LEGO Marvel's Avengers,71,71.0,70,127,PlayStation4,70.75
Pilotwings Resort,71,72.0,64,103,3DS,70.74
The Elder Scrolls Online,71,57.0,64,2565,PC,70.74
ScreamRide,71,48.0,63,226,XboxOne,70.74
Breakdown,71,82.0,62,25,Xbox,70.74
Steep,71,64.0,62,271,PlayStation4,70.74
Farpoint,71,81.0,62,244,PlayStation4,70.74
Bound,71,70.0,62,139,PlayStation4,70.74
Mass Effect: Andromeda,71,49.0,61,3862,PlayStation4,70.73
Detective Pikachu,71,74.0,61,129,3DS,70.73
Chromehounds,71,70.0,60,72,Xbox360,70.73
God Eater 3,71,74.0,60,60,PlayStation4,70.73
Unit 13,71,71.0,60,194,PlayStationVita,70.73
Ridge Racer Unbounded,71,76.0,59,57,Xbox360,70.73
WWE Legends of WrestleMania,71,61.0,59,26,Xbox360,70.73
Tales of Xillia 2,71,82.0,59,207,PlayStation3,70.73
The Dark Pictures - Little Hope,71,68.0,58,104,PlayStation4,70.73
Wolfenstein,71,75.0,58,84,PlayStation3,70.73
Guitar Hero: Smash Hits,71,61.0,56,22,Xbox360,70.72
The 3rd Birthday,71,61.0,56,134,PSP,70.72
Sacred 2: Fallen Angel,71,74.0,56,69,Xbox360,70.72
50 Cent: Blood on the Sand,71,63.0,54,75,Xbox360,70.71
Asura's Wrath,71,66.0,54,157,Xbox360,70.71
JoJo's Bizarre Adventure All-Star Battle,71,82.0,53,86,PlayStation3,70.71
Red Faction: Armageddon,71,74.0,52,61,PlayStation3,70.71
WWE '12,71,64.0,52,104,Xbox360,70.71
Dungeon Siege III,71,62.0,52,87,PlayStation3,70.71
The Simpsons Game,71,77.0,52,88,Xbox360,70.71
Tomodachi Life,71,77.0,52,210,3DS,70.71
Escape Plan,71,73.0,50,99,PlayStationVita,70.7
LEGO Rock Band,71,72.0,50,33,Xbox360,70.7
Shank,71,65.0,50,36,Xbox360,70.7
Electroplankton,71,70.0,49,38,DS,70.7
Final Fantasy: The 4 Heroes of Light,71,87.0,49,122,DS,70.7
DOOM VFR,71,75.0,48,126,PlayStation4,70.7
Bionic Commando,71,71.0,48,71,PlayStation3,70.7
Jak and Daxter: The Lost Frontier,71,67.0,47,43,PSP,70.69
The Sinking City,71,58.0,47,204,PC,70.69
Star Wars: The Force Unleashed,71,67.0,47,285,PlayStation3,70.69
Robert Ludlum's The Bourne Conspiracy,70,75.0,47,51,PlayStation3,70.19
Let's TAP,70,69.0,47,12,Wii,70.19
Captain Tsubasa: Rise of New Champions,70,73.0,49,95,PlayStation4,70.19
Rainbow Moon,70,69.0,50,70,PlayStation3,70.19
Alice: Madness Returns,70,80.0,51,211,PlayStation3,70.19
Trace Memory,70,81.0,51,48,DS,70.19
Pariah,70,75.0,52,21,Xbox,70.18
Minecraft Dungeons,70,65.0,52,325,PC,70.18
Sorcery,70,73.0,52,59,PlayStation3,70.18
The Outfit,70,76.0,52,53,Xbox360,70.18
Project X Zone,70,74.0,53,150,3DS,70.18
Fe,70,65.0,53,68,PlayStation4,70.18
Silent Hill: Homecoming,70,69.0,54,205,Xbox360,70.18
Tenchu: Return From Darkness,70,69.0,55,9,Xbox,70.18
EA Sports UFC,70,61.0,57,293,PlayStation4,70.17
Hyrule Warriors Legends,70,74.0,58,111,3DS,70.17
TimeShift,70,78.0,58,70,Xbox360,70.17
Guitar Hero: Aerosmith,70,66.0,59,54,Xbox360,70.17
Homefront,70,57.0,60,187,PlayStation3,70.17
Wet,70,64.0,61,74,PlayStation3,70.17
Full Auto,70,77.0,63,40,Xbox360,70.17
Tom Clancy's Ghost Recon: Wildlands,70,63.0,64,852,PlayStation4,70.16
Lollipop Chainsaw,70,70.0,64,276,Xbox360,70.16
Ratchet & Clank: All 4 One,70,65.0,65,211,PlayStation3,70.16
Bionic Commando,70,72.0,65,93,Xbox360,70.16
Killzone,70,74.0,67,300,PlayStation2,70.16
Alice: Madness Returns,70,81.0,67,184,Xbox360,70.16
Vampyr,70,68.0,67,594,PlayStation4,70.16
Code Vein,70,78.0,69,538,PlayStation4,70.16
Assassin's Creed III: Liberation,70,71.0,71,366,PlayStationVita,70.15
The Sims 4,70,41.0,75,2396,PC,70.15
Homefront,70,60.0,85,407,Xbox360,70.14
Crackdown 2,70,60.0,91,232,Xbox360,70.13
Beyond: Two Souls,70,81.0,98,2808,PlayStation3,70.13
The Punisher (2005),69,84.0,47,23,Xbox,69.69
NiGHTS: Journey of Dreams,69,86.0,47,65,Wii,69.69
Murasaki Baby,69,70.0,48,70,PlayStationVita,69.69
Def Jam: Icon,69,62.0,48,110,Xbox360,69.69
Magna Carta 2,69,72.0,49,63,Xbox360,69.68
Virtua Tennis 4,69,66.0,49,32,PlayStation3,69.68
Earth Defense Force: Iron Rain,69,53.0,49,41,PlayStation4,69.68
Conan,69,74.0,49,75,Xbox360,69.68
Section 8,69,73.0,49,61,Xbox360,69.68
Guitar Hero Encore: Rocks the 80s,69,64.0,50,40,PlayStation2,69.67
Age of Empires: Definitive Edition,69,62.0,50,146,PC,69.67
Wolfenstein: Youngblood,69,23.0,50,816,PC,69.67
Dragon Ball: Xenoverse,69,77.0,50,667,PlayStation4,69.67
Mirror's Edge Catalyst,69,56.0,50,663,PlayStation4,69.67
Risen 2: Dark Waters,69,57.0,51,812,PC,69.67
The Amazing Spider-Man,69,74.0,52,224,Xbox360,69.66
WWE 2K17,69,60.0,52,156,PlayStation4,69.66
Heroes of Ruin,69,74.0,53,53,3DS,69.65
Enemy Territory: Quake Wars,69,73.0,54,28,Xbox360,69.65
Enchanted Arms,69,68.0,54,65,Xbox360,69.65
Earth Defense Force 2017,69,75.0,55,63,Xbox360,69.64
Jurassic World Evolution,69,73.0,57,227,PC,69.63
Final Fantasy Explorers,69,85.0,57,227,3DS,69.63
Mario Tennis Open,69,69.0,58,127,3DS,69.62
Hey! Pikmin,69,68.0,58,76,3DS,69.62
Turok,69,70.0,63,130,Xbox360,69.59
Operation Flashpoint: Red River,69,57.0,64,32,Xbox360,69.59
I Am Alive,69,63.0,68,162,Xbox360,69.57
Daemon X Machina,69,73.0,68,295,Switch,69.57
Code Name: S.T.E.A.M.,69,78.0,69,138,3DS,69.56
The Dark Pictures - Man of Medan,69,57.0,70,311,PlayStation4,69.56
Mad Max,69,78.0,71,1492,PlayStation4,69.55
Sea of Thieves,69,51.0,71,1991,XboxOne,69.55
Mario & Sonic at the Olympic Games: Tokyo 2020,69,70.0,76,139,Switch,69.53
Wet,69,73.0,79,92,Xbox360,69.52
The Conduit,69,81.0,79,264,Wii,69.52
Knack 2,69,77.0,81,457,PlayStation4,69.51
Star Fox Zero,69,74.0,82,749,WiiU,69.51
Blackguards,68,71.0,48,252,PC,69.18
NBA 2K21,68,7.0,49,446,PlayStation4,69.17
Gungrave: Overdose,68,84.0,50,17,PlayStation2,69.16
Advent Rising,68,75.0,50,68,Xbox,69.16
Rise to Honor,68,87.0,50,48,PlayStation2,69.16
Untold Legends: Brotherhood of the Blade,68,77.0,51,61,PSP,69.14
Blinx 2: Masters of Time & Space,68,88.0,53,25,Xbox,69.12
Yooka-Laylee,68,62.0,53,259,PlayStation4,69.12
Fable Anniversary,68,70.0,53,208,Xbox360,69.12
Lost Sphear,68,69.0,53,62,PlayStation4,69.12
Deracine,68,77.0,54,78,PlayStation4,69.11
Battleborn,68,68.0,55,420,PlayStation4,69.1
Lost Planet 2,68,69.0,56,73,PlayStation3,69.09
Spider-Man: Web of Shadows,68,86.0,57,107,Xbox360,69.08
Tom Clancy's HAWX 2,68,64.0,57,31,Xbox360,69.08
NIER,68,86.0,58,456,PlayStation3,69.07
Infinite Undiscovery,68,71.0,60,166,Xbox360,69.05
Test Drive Unlimited 2,68,64.0,61,90,Xbox360,69.04
Star Wars Battlefront II,68,15.0,62,8525,PlayStation4,69.03
Lost Planet 2,68,63.0,63,116,Xbox360,69.02
Ninja Blade,68,68.0,65,63,Xbox360,69.0
Need for Speed: The Run,68,62.0,65,178,Xbox360,69.0
Viking: Battle for Asgard,68,80.0,67,93,Xbox360,68.98
Mafia III,68,53.0,67,1769,PlayStation4,68.98
Serious Sam 4,68,72.0,69,197,PC,68.97
Pokemon Mystery Dungeon: Rescue Team DX,68,82.0,74,243,Switch,68.93
Deadlight,68,77.0,79,215,Xbox360,68.89
Brink,68,58.0,85,403,Xbox360,68.85
Thief,67,62.0,48,726,PlayStation4,68.68
Two Worlds II,67,65.0,50,144,Xbox360,68.64
Miitopia,67,78.0,50,96,3DS,68.64
Cursed Mountain,67,75.0,51,38,Wii,68.62
CounterSpy,67,67.0,52,174,PlayStation4,68.61
The Godfather II,67,71.0,53,58,PlayStation3,68.59
Fatal Frame: Maiden of Black Water,67,78.0,58,244,WiiU,68.52
Star Fox: Assault,67,81.0,59,134,GameCube,68.5
NIER,67,84.0,60,182,Xbox360,68.49
Castlevania: Harmony of Despair,67,70.0,62,49,Xbox360,68.46
SOCOM 4: U.S. Navy SEALs,67,65.0,64,130,PlayStation3,68.43
Dissidia: Final Fantasy NT,67,73.0,66,365,PlayStation4,68.41
Resident Evil 6,67,51.0,71,1480,Xbox360,68.35
MediEvil,67,81.0,72,554,PlayStation4,68.34
Travis Strikes Again: No More Heroes,67,79.0,74,192,Switch,68.32
Shenmue III,67,78.0,78,1091,PlayStation4,68.27
Marvel's Avengers,67,51.0,90,2048,PlayStation4,68.16
The Outer Worlds,66,52.0,49,118,Switch,68.15
The Last Remnant,66,68.0,49,130,Xbox360,68.15
Burnout Crash!,66,64.0,49,25,Xbox360,68.15
Final Fantasy Crystal Chronicles: The Crystal Bearers,66,88.0,53,182,Wii,68.06
Berserk and the Band of the Hawk,66,65.0,53,77,PlayStation4,68.06
WWE 2K18,66,55.0,54,148,PlayStation4,68.04
Shadowrun,66,75.0,57,158,Xbox360,67.98
Kingdom Hearts Re:coded,66,83.0,58,252,DS,67.96
Blazing Angels: Squadrons of WWII,66,79.0,58,56,Xbox360,67.96
Animal Crossing: Happy Home Designer,66,69.0,60,129,3DS,67.93
Lightning Returns: Final Fantasy XIII,66,62.0,62,647,PlayStation3,67.89
Ultra Street Fighter II: The Final Challengers,66,67.0,65,176,Switch,67.84
Mario Party 10,66,64.0,66,345,WiiU,67.82
Need for Speed,66,69.0,69,1241,PlayStation4,67.78
Tony Hawk's Pro Skater HD,66,57.0,70,75,Xbox360,67.76
State of Decay 2,66,54.0,70,886,XboxOne,67.76
Syphon Filter: The Omega Strain,65,72.0,47,34,PlayStation2,67.69
Dynasty Warriors 9,65,41.0,49,144,PlayStation4,67.64
James Bond 007: Blood Stone,65,74.0,49,59,PlayStation3,67.64
Risen 3: Titan Lords,65,58.0,49,892,PC,67.64
Tekken Hybrid,65,69.0,51,36,PlayStation3,67.58
Darkspore,65,60.0,52,135,PC,67.56
Afro Samurai,65,62.0,52,36,PlayStation3,67.56
Batman Begins,65,74.0,56,24,Xbox,67.46
Aliens vs. Predator,65,73.0,57,180,PlayStation3,67.43
Kane & Lynch: Dead Men,65,33.0,57,342,Xbox360,67.43
Musashi: Samurai Legend,64,84.0,47,14,PlayStation2,67.19
Resident Evil: The Mercenaries 3D,65,66.0,69,128,3DS,67.18
007: Quantum of Solace,65,70.0,69,84,Xbox360,67.18
Afro Samurai,65,62.0,70,63,Xbox360,67.16
Windbound,64,51.0,48,16,PlayStation4,67.16
Need for Speed: The Run,64,64.0,48,203,PlayStation3,67.16
The Godfather II,65,69.0,72,62,Xbox360,67.13
nail'd,64,71.0,49,16,Xbox360,67.13
Alpha Protocol,64,70.0,49,126,PlayStation3,67.13
Conduit 2,64,77.0,51,64,Wii,67.06
Super Lucky's Tale,64,70.0,51,179,XboxOne,67.06
Ratchet & Clank: Full Frontal Assault,64,72.0,52,136,PlayStation3,67.03
The Crew 2,64,54.0,53,301,PlayStation4,67.0
Too Human,65,70.0,80,476,Xbox360,66.99
Mario Sports Mix,64,78.0,54,50,Wii,66.97
Yakuza: Dead Souls,64,75.0,55,84,PlayStation3,66.94
Metroid Prime: Federation Force,64,55.0,56,258,3DS,66.91
Sid Meier's Starships,64,43.0,58,126,PC,66.86
Darksiders III,64,70.0,59,505,PlayStation4,66.83
Shadow of the Beast,64,73.0,60,159,PlayStation4,66.81
Need for Speed Undercover,64,59.0,62,113,Xbox360,66.75
Wheelman,64,74.0,63,63,Xbox360,66.73
Aliens vs. Predator,64,73.0,64,260,Xbox360,66.7
Call of Cthulhu,63,70.0,47,171,PlayStation4,66.69
FIFA Street 3,63,69.0,48,22,Xbox360,66.65
Command & Conquer 4: Tiberian Twilight,64,21.0,71,693,PC,66.54
Yoshi's New Island,64,62.0,71,190,3DS,66.54
Ancestors: The Humankind Odyssey,64,57.0,71,249,PC,66.54
SimCity,64,22.0,75,4539,PC,66.46
Red Steel,63,68.0,54,127,Wii,66.44
White Knight Chronicles International Edition,64,80.0,77,212,PlayStation3,66.42
Drakengard,63,82.0,55,125,PlayStation2,66.4
Castlevania: Lords of Shadow 2,63,77.0,55,588,PlayStation3,66.4
The King of Fighters XII,63,49.0,57,42,Xbox360,66.34
Secret of Mana,63,61.0,59,120,PlayStation4,66.28
Fracture,63,62.0,60,49,Xbox360,66.24
Spider-Man 3,63,70.0,61,66,Xbox360,66.21
BlackSite: Area 51,62,60.0,48,70,Xbox360,66.15
Disintegration,62,59.0,48,25,PC,66.15
Sonic: Lost World,63,72.0,64,537,WiiU,66.13
SOCOM: U.S. Navy SEALs Confrontation,63,68.0,64,229,PlayStation3,66.13
Deadpool,62,74.0,49,382,Xbox360,66.11
Leisure Suit Larry: Magna Cum Laude,62,66.0,49,14,Xbox,66.11
ModNation Racers: Road Trip,62,64.0,51,72,PlayStationVita,66.02
Splatterhouse,62,79.0,51,72,Xbox360,66.02
Alpha Protocol,63,72.0,68,216,Xbox360,66.02
24: The Game,62,81.0,53,47,PlayStation2,65.94
Kane & Lynch 2: Dog Days,62,53.0,53,136,PlayStation3,65.94
Rumble Roses XX,62,64.0,54,34,Xbox360,65.9
ReCore,63,67.0,75,605,XboxOne,65.85
Kane & Lynch 2: Dog Days,63,53.0,80,132,Xbox360,65.73
We Happy Few,62,57.0,60,177,PC,65.68
Wanted: Weapons of Fate,62,74.0,61,31,Xbox360,65.65
The Lord of the Rings: War in the North,61,73.0,48,128,Xbox360,65.64
Super Bomberman R,62,68.0,63,317,Switch,65.58
James Bond 007: Blood Stone,62,72.0,66,71,Xbox360,65.49
The Order: 1886,63,67.0,94,3817,PlayStation4,65.46
Agents of Mayhem,62,67.0,70,147,PlayStation4,65.37
GoldenEye: Rogue Agent,61,69.0,55,23,Xbox,65.33
Wanted: Weapons of Fate,61,70.0,56,30,PlayStation3,65.28
Athens 2004,61,74.0,57,14,PlayStation2,65.24
True Crime: New York City,60,76.0,47,75,PlayStation2,65.19
Star Wars: The Force Unleashed II,61,59.0,59,236,Xbox360,65.16
Need for Speed Payback,61,42.0,59,1200,PlayStation4,65.16
Hunted: The Demon's Forge,61,63.0,59,110,Xbox360,65.16
Shaun White Snowboarding,60,76.0,48,26,Xbox360,65.14
Captain America: Super Soldier,60,66.0,48,44,Xbox360,65.14
The Crew,61,53.0,60,642,PlayStation4,65.12
Game & Wario,61,65.0,60,137,WiiU,65.12
James Cameron's Avatar: The Game,61,68.0,62,88,Xbox360,65.05
Sonic Unleashed,60,81.0,50,467,Xbox360,65.03
Spider-Man: Friend or Foe,60,65.0,51,30,Xbox360,64.98
Dead to Rights: Retribution,61,69.0,64,40,Xbox360,64.97
Transformers: Revenge of the Fallen,61,77.0,65,41,Xbox360,64.94
Time Crisis 4,60,73.0,52,28,PlayStation3,64.93
Ninety-Nine Nights,61,66.0,66,63,Xbox360,64.9
Kinect Sports Rivals,60,50.0,53,146,XboxOne,64.88
Fable: The Journey,61,48.0,70,88,Xbox360,64.77
PlayStation VR WORLDS,59,69.0,48,126,PlayStation4,64.63
Entwined,59,67.0,49,180,PlayStation4,64.57
Splatterhouse,59,79.0,49,80,PlayStation3,64.57
Dark Void,59,59.0,50,43,PlayStation3,64.52
Chibi-Robo! Zip Lash,59,58.0,50,104,3DS,64.52
Resistance: Burning Skies,60,68.0,63,264,PlayStationVita,64.44
Transformers: Dark of the Moon,59,65.0,53,35,Xbox360,64.35
TRON: Evolution,58,63.0,47,30,PlayStation3,64.19
Metal Gear Survive,60,14.0,70,1045,PlayStation4,64.17
The Inpatient,59,58.0,57,94,PlayStation4,64.15
ShellShock: Nam '67,58,83.0,48,21,PlayStation2,64.13
Hydrophobia,59,74.0,58,73,Xbox360,64.1
Time Crisis: Razing Storm,58,64.0,49,21,PlayStation3,64.06
Murdered: Soul Suspect,59,68.0,60,418,PlayStation4,64.0
