name,score,user score,critics,users,platform,rating
Valkyria Chronicles,86,88.0,60,486,PlayStation3,79.14
Tales of Symphonia,86,91.0,60,233,GameCube,79.14
Patapon,86,87.0,60,137,PSP,79.14
Ni no Kuni II: Revenant Kingdom,84,75.0,84,809,PlayStation4,79.12
Call of Duty: World at War,84,76.0,84,660,Xbox360,79.12
DiRT 3,87,72.0,52,130,PlayStation3,79.11
Wipeout HD,87,82.0,52,171,PlayStation3,79.11
Sins of a Solar Empire,87,82.0,52,288,PC,79.11
Super Street Fighter IV: 3D Edition,85,80.0,69,227,3DS,79.08
Guitar Hero 5,85,69.0,69,112,Xbox360,79.08
Guitar Hero III: Legends of Rock,85,80.0,69,196,Xbox360,79.08
Halo: The Master Chief Collection,85,76.0,69,1601,XboxOne,79.08
Yakuza Kiwami 2,85,83.0,69,288,PlayStation4,79.08
Bulletstorm,84,76.0,83,463,Xbox360,79.08
Borderlands,84,82.0,83,784,Xbox360,79.08
Skate,86,84.0,59,143,Xbox360,79.08
Fight Night Champion,86,74.0,59,120,Xbox360,79.08
Desperados III,86,82.0,59,552,PC,79.08
Gran Turismo 5,84,78.0,82,1255,PlayStation3,79.04
FIFA Soccer 09,87,79.0,51,110,Xbox360,79.03
Elite Beat Agents,87,85.0,51,124,DS,79.03
NBA 2K16,87,67.0,51,436,PlayStation4,79.03
Tom Clancy's Ghost Recon Advanced Warfighter 2,86,77.0,58,99,Xbox360,79.01
Fallout: New Vegas,84,84.0,81,964,Xbox360,79.0
Child of Eden,84,79.0,81,95,Xbox360,79.0
"Warhammer 40,000: Dawn of War II",85,81.0,67,1578,PC,78.98
Bravely Default,85,84.0,67,657,3DS,78.98
Guitar Hero World Tour,85,63.0,67,180,Xbox360,78.98
Alan Wake,83,82.0,100,1333,Xbox360,78.97
Splatoon 2,83,85.0,100,1202,Switch,78.97
PixelJunk Shooter,87,81.0,50,57,PlayStation3,78.95
BlazBlue: Calamity Trigger,87,85.0,50,119,PlayStation3,78.95
Little King's Story,87,87.0,50,97,Wii,78.95
Heroes of the Storm,86,64.0,57,1445,PC,78.94
Animal Crossing: Wild World,86,86.0,57,297,DS,78.94
SoulCalibur III,86,85.0,57,146,PlayStation2,78.94
SoulCalibur VI,84,65.0,78,315,PlayStation4,78.88
Dance Central 2,86,81.0,56,67,Xbox360,78.88
Brothers: A Tale of Two Sons,86,87.0,56,341,Xbox360,78.88
NHL 12,86,71.0,56,76,Xbox360,78.88
Gone Home,86,54.0,56,2178,PC,78.88
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,85,81.0,65,284,Switch,78.87
SoulCalibur IV,85,78.0,65,151,PlayStation3,78.87
Tactics Ogre: Let Us Cling Together,87,87.0,49,139,PSP,78.87
Odin Sphere Leifthrasir,87,82.0,49,269,PlayStation4,78.87
World of Warcraft: Warlords of Draenor,87,58.0,49,1335,PC,78.87
Red Dead Redemption: Undead Nightmare Pack,87,85.0,49,234,Xbox360,78.87
Pokemon SoulSilver Version,87,92.0,49,845,DS,78.87
Total War: Three Kingdoms,85,78.0,64,317,PC,78.81
The Witcher 3: Wild Hunt - Complete Edition,85,85.0,64,445,Switch,78.81
Moss,85,80.0,64,194,PlayStation4,78.81
Katamari Damacy,86,88.0,55,129,PlayStation2,78.81
The Legend of Zelda: Four Swords Adventures,86,75.0,55,102,GameCube,78.81
Advance Wars: Days of Ruin,86,87.0,55,110,DS,78.81
Resident Evil 5,84,75.0,76,854,PlayStation3,78.8
Halo 3: ODST,83,74.0,94,1424,Xbox360,78.8
DOOM Eternal,87,83.0,48,1998,PlayStation4,78.78
Spore,84,55.0,75,1907,PC,78.76
Rare Replay,84,79.0,75,363,XboxOne,78.76
Xenoblade Chronicles 2,83,87.0,92,1956,Switch,78.74
Warhammer Online: Age of Reckoning,86,79.0,54,382,PC,78.73
XCOM: Enemy Within,86,81.0,54,790,PC,78.73
Guitar Hero 5,86,58.0,54,91,PlayStation3,78.73
Death Stranding,86,34.0,54,3031,PC,78.73
Pikmin 3 Deluxe,84,84.0,74,69,Switch,78.71
Yakuza 6: The Song of Life,83,83.0,91,396,PlayStation4,78.7
Resistance 3,83,78.0,91,635,PlayStation3,78.7
Resident Evil 5,83,75.0,91,646,Xbox360,78.7
Castlevania: Lords of Shadow,85,81.0,62,545,PlayStation3,78.7
SoulCalibur IV,85,79.0,62,174,Xbox360,78.7
Tatsunoko vs. Capcom: Ultimate All-Stars,85,87.0,62,102,Wii,78.7
Pro Evolution Soccer 2017,85,73.0,62,609,PlayStation4,78.7
Jak II,87,83.0,47,348,PlayStation2,78.69
inFamous 2,83,86.0,90,1190,PlayStation3,78.67
Burnout Legends,86,85.0,53,131,PSP,78.66
DJ Hero,86,75.0,53,57,PlayStation3,78.66
Boom Blox,85,80.0,61,120,Wii,78.64
DOOM,85,84.0,61,2308,PlayStation4,78.64
DJ Hero,84,79.0,72,44,Xbox360,78.62
Crysis 2,84,76.0,72,560,Xbox360,78.62
Kingdom Hearts III,83,80.0,88,2303,PlayStation4,78.61
Shin Megami Tensei: Persona 3,86,61.0,52,382,PlayStation2,78.59
Cities: Skylines,85,88.0,60,1815,PC,78.58
Project Gotham Racing 4,85,85.0,60,169,Xbox360,78.58
UFC Undisputed 3,85,75.0,60,95,Xbox360,78.58
Death Stranding,82,73.0,111,16949,PlayStation4,78.55
Assassin's Creed Odyssey,83,63.0,86,2733,PlayStation4,78.54
New Super Mario Bros. U,84,80.0,70,872,WiiU,78.53
Skate 2,84,81.0,70,78,Xbox360,78.53
Vanquish,84,91.0,70,800,Xbox360,78.53
Monster Hunter Tri,84,85.0,70,245,Wii,78.53
UFC Undisputed 2010,84,67.0,70,82,Xbox360,78.53
Saints Row: The Third,84,77.0,70,526,Xbox360,78.53
The Last Guardian,82,79.0,110,2453,PlayStation4,78.52
Marvel's Spider-Man: Miles Morales,85,0.0,59,0,PlayStation5,78.52
Prince of Persia,85,74.0,59,308,PlayStation3,78.52
Daxter,85,86.0,59,149,PSP,78.52
Wasteland 3,85,76.0,59,290,PC,78.52
Tom Clancy's Splinter Cell Double Agent,85,81.0,59,170,Xbox360,78.52
"Warhammer 40,000: Dawn of War",86,87.0,51,401,PC,78.51
Trials HD,86,85.0,51,158,Xbox360,78.51
BlazBlue: Calamity Trigger,86,85.0,51,73,Xbox360,78.51
Madden NFL 10,85,61.0,58,94,Xbox360,78.46
City of Heroes,85,84.0,58,115,PC,78.46
Final Fantasy XIII,83,72.0,83,2816,PlayStation3,78.44
Final Fantasy XIII,83,72.0,83,2816,PlayStation3,78.44
Stacking,84,81.0,68,45,Xbox360,78.44
SOMA,84,84.0,68,1138,PC,78.44
FIFA 18,84,34.0,68,1037,PlayStation4,78.44
No More Heroes 2: Desperate Struggle,84,88.0,68,237,Wii,78.44
Her Story,86,61.0,50,433,PC,78.43
Grand Theft Auto: Vice City Stories,86,82.0,50,241,PSP,78.43
The Talos Principle,85,85.0,57,654,PC,78.4
Frostpunk,84,84.0,67,677,PC,78.39
Full Spectrum Warrior,84,85.0,67,31,Xbox,78.39
Mortal Kombat X,83,78.0,81,1058,PlayStation4,78.37
Darksiders,83,79.0,81,339,Xbox360,78.37
Homeworld Remastered Collection,86,82.0,49,348,PC,78.36
Resogun,84,77.0,66,1034,PlayStation4,78.34
Super Paper Mario,85,81.0,56,578,Wii,78.33
Red Faction: Guerrilla,85,80.0,56,151,PlayStation3,78.33
Far Cry Instincts,85,59.0,56,80,Xbox,78.33
Dragon Quest VIII: Journey of the Cursed King,85,86.0,56,144,3DS,78.33
Octopath Traveler,83,85.0,79,1138,Switch,78.3
Viva Pinata,84,80.0,65,160,Xbox360,78.29
Professor Layton and the Diabolical Box,84,86.0,65,109,DS,78.29
Joe Danger,86,77.0,48,75,PlayStation3,78.28
Boom Blox Bash Party,86,78.0,48,43,Wii,78.28
Kirby: Canvas Curse,86,78.0,48,102,DS,78.28
The Warriors,85,82.0,55,22,Xbox,78.27
Pure,85,77.0,55,91,Xbox360,78.27
Sid Meier's Civilization V: Brave New World,85,86.0,55,679,PC,78.27
Donkey Kong Country: Tropical Freeze,83,89.0,77,870,WiiU,78.22
Super Mario 3D All-Stars,82,63.0,97,524,Switch,78.21
Metroid Prime: Hunters,85,79.0,54,230,DS,78.2
Crysis 2,85,72.0,54,442,PlayStation3,78.2
Super Mario 64 DS,85,83.0,54,365,DS,78.2
UFC Undisputed 2010,85,72.0,54,51,PlayStation3,78.2
Tomb Raider: Definitive Edition,85,81.0,54,1602,PlayStation4,78.2
Unreal Championship 2: The Liandri Conflict,85,83.0,54,23,Xbox,78.2
Metal Gear Solid: The Twin Snakes,85,89.0,54,199,GameCube,78.2
Persona 4 Arena,86,57.0,47,370,PlayStation3,78.19
SteamWorld Heist,86,82.0,47,80,3DS,78.19
Devil May Cry 4,84,85.0,63,486,PlayStation3,78.18
The Elder Scrolls V: Skyrim,84,84.0,63,543,Switch,78.18
Dragon Quest Builders,83,81.0,76,225,PlayStation4,78.18
Watch Dogs 2,82,76.0,95,1554,PlayStation4,78.16
Crash Team Racing: Nitro-Fueled,83,69.0,75,699,PlayStation4,78.14
Crackdown,83,79.0,75,387,Xbox360,78.14
Kid Icarus: Uprising,83,87.0,75,592,3DS,78.14
Need for Speed: Shift,83,64.0,75,145,Xbox360,78.14
Wipeout: Omega Collection,85,80.0,53,306,PlayStation4,78.13
Onimusha 3: Demon Siege,85,87.0,53,122,PlayStation2,78.13
Guitar Hero: Metallica,84,81.0,62,88,Xbox360,78.13
The Movies,84,82.0,62,169,PC,78.13
SUPERHOT,82,75.0,93,560,PC,78.1
Devil May Cry 4,84,84.0,61,342,Xbox360,78.08
Vanquish,84,91.0,61,794,PlayStation3,78.08
F1 2011,84,72.0,61,58,Xbox360,78.08
Axiom Verge,84,78.0,61,196,PlayStation4,78.08
Assassin's Creed III,84,68.0,61,1317,Xbox360,78.08
Halo Wars,82,75.0,92,554,Xbox360,78.07
Ikaruga,85,85.0,52,51,GameCube,78.06
Final Fantasy IV,85,84.0,52,305,DS,78.06
Call of Duty: Black Ops II,83,51.0,73,2444,Xbox360,78.06
Gravity Rush,83,85.0,73,702,PlayStationVita,78.06
Mortal Kombat,84,85.0,60,576,PlayStation3,78.02
Devil May Cry 3: Dante's Awakening,84,91.0,60,431,PlayStation2,78.02
Call of Duty: Black Ops 4,83,40.0,72,1553,PlayStation4,78.02
BattleBlock Theater,85,78.0,51,163,Xbox360,77.99
Castlevania: Portrait of Ruin,85,83.0,51,115,DS,77.99
Champions of Norrath,85,82.0,51,79,PlayStation2,77.99
Mortal Kombat,85,78.0,51,217,PlayStationVita,77.99
Thronebreaker: The Witcher Tales,85,80.0,51,553,PC,77.99
Hotline Miami,85,85.0,51,1537,PC,77.99
Rift,84,73.0,59,583,PC,77.96
Pokemon Ultra Sun,84,79.0,59,996,3DS,77.96
Thimbleweed Park,84,81.0,59,209,PC,77.96
Deus Ex: Mankind Divided,84,76.0,59,952,PlayStation4,77.96
Brutal Legend,82,80.0,88,288,Xbox360,77.96
Horizon Zero Dawn: The Frozen Wilds,83,79.0,70,686,PlayStation4,77.93
Battlefield: Bad Company,83,77.0,70,286,Xbox360,77.93
Castlevania: Lords of Shadow,83,79.0,70,271,Xbox360,77.93
Rocket League,85,84.0,50,1746,PlayStation4,77.92
Final Fantasy X / X-2 HD Remaster,85,84.0,50,486,PlayStation3,77.92
"Warhammer 40,000: Dawn of War II - Chaos Rising",85,87.0,50,305,PC,77.92
Ratchet & Clank: Size Matters,85,81.0,50,166,PSP,77.92
Valkyria Chronicles Remastered,84,81.0,58,221,PlayStation4,77.91
God of War: Origins Collection,84,86.0,58,269,PlayStation3,77.91
UFC Undisputed 2009,84,81.0,58,51,PlayStation3,77.91
ModNation Racers,82,84.0,85,224,PlayStation3,77.86
Mortal Kombat 11,82,36.0,85,2020,PlayStation4,77.86
Battlefield 3,84,75.0,57,2172,Xbox360,77.85
Ace Combat 5: The Unsung War,84,89.0,57,125,PlayStation2,77.85
Planet Coaster,84,77.0,57,391,PC,77.85
Beyond Good & Evil HD,84,86.0,57,112,Xbox360,77.85
Far Cry 2,85,66.0,49,285,PlayStation3,77.85
SWAT 4,85,86.0,49,295,PC,77.85
Final Fantasy XI,85,70.0,49,74,PlayStation2,77.85
Shadow Hearts: Covenant,85,89.0,49,103,PlayStation2,77.85
UFC Undisputed 2009,83,79.0,68,55,Xbox360,77.84
Guacamelee! 2,83,81.0,68,92,PlayStation4,77.84
Final Fantasy XV,81,76.0,109,4503,PlayStation4,77.8
Crisis Core: Final Fantasy VII,83,86.0,67,718,PSP,77.8
LocoRoco,83,87.0,67,116,PSP,77.8
FIFA 19,83,20.0,67,1163,PlayStation4,77.8
Darkest Dungeon,84,78.0,56,619,PC,77.79
Tetris DS,84,80.0,56,60,DS,77.79
Split/Second,84,80.0,56,121,PlayStation3,77.79
Crysis Warhead,84,79.0,56,648,PC,77.79
Salt and Sanctuary,84,81.0,56,367,PlayStation4,77.79
Marvel vs. Capcom 3: Fate of Two Worlds,84,73.0,56,160,PlayStation3,77.79
Pyre,85,79.0,48,161,PlayStation4,77.77
South Park: The Stick of Truth,85,86.0,48,2089,PC,77.77
Just Cause 2,83,80.0,66,327,PlayStation3,77.75
Need for Speed: Shift,84,69.0,55,136,PlayStation3,77.73
Sound Shapes,84,78.0,55,169,PlayStationVita,77.73
Tom Clancy's Rainbow Six 3: Black Arrow,84,81.0,55,15,Xbox,77.73
Trine 2,84,84.0,55,725,PC,77.73
Pokemon Ultra Moon,84,77.0,55,711,3DS,77.73
Jak 3,84,87.0,55,342,PlayStation2,77.73
Psi-Ops: The Mindgate Conspiracy,84,76.0,55,25,Xbox,77.73
Enemy Territory: Quake Wars,84,83.0,55,242,PC,77.73
Outland,84,74.0,55,58,Xbox360,77.73
Sid Meier's Civilization Revolution,84,80.0,55,188,Xbox360,77.73
Lumines: Electronic Symphony,83,79.0,65,90,PlayStationVita,77.71
Battlefield 1943,83,79.0,65,149,Xbox360,77.71
Spyro Reignited Trilogy,82,81.0,80,747,PlayStation4,77.7
Command & Conquer 3: Tiberium Wars,85,80.0,47,485,PC,77.69
Fight Night 2004,85,82.0,47,23,Xbox,77.69
Machinarium,85,87.0,47,649,PC,77.69
Virtua Fighter 5,85,73.0,47,78,PlayStation3,77.69
Disgaea 2: Cursed Memories,84,70.0,54,49,PlayStation2,77.67
Top Spin 4,84,83.0,54,83,Xbox360,77.67
Dead or Alive Ultimate,83,88.0,64,31,Xbox,77.66
No More Heroes,83,86.0,64,310,Wii,77.66
Resident Evil: Revelations,82,85.0,78,500,3DS,77.63
Tekken 7,82,65.0,78,693,PlayStation4,77.63
Split/Second,82,81.0,78,120,Xbox360,77.63
Blur,82,82.0,78,189,Xbox360,77.63
This War of Mine,83,83.0,63,919,PC,77.61
Darksiders II,83,82.0,63,503,Xbox360,77.61
Dark Souls Remastered,84,75.0,53,765,PlayStation4,77.6
Midnight Club 3: DUB Edition,84,74.0,53,43,Xbox,77.6
Dead Space: Extraction,82,79.0,76,97,Wii,77.56
Ms. 'Splosion Man,83,69.0,62,34,Xbox360,77.56
Donkey Kong Country Returns 3D,83,83.0,62,253,3DS,77.56
Fight Night Champion,84,73.0,52,112,PlayStation3,77.54
The Warriors,84,84.0,52,93,PlayStation2,77.54
'Splosion Man,84,78.0,52,114,Xbox360,77.54
WarioWare: Smooth Moves,83,75.0,61,208,Wii,77.51
Sine Mora,83,74.0,61,62,Xbox360,77.51
2010 FIFA World Cup South Africa,83,82.0,61,60,Xbox360,77.51
Pokemon Omega Ruby,83,74.0,61,876,3DS,77.51
Brutal Legend,83,76.0,61,187,PlayStation3,77.51
Gears of War: Ultimate Edition,82,77.0,74,714,XboxOne,77.49
FIFA 17,84,52.0,51,280,XboxOne,77.47
Guacamelee!,84,77.0,51,197,PlayStation3,77.47
Street Fighter X Tekken,84,55.0,51,206,PlayStation3,77.47
Indigo Prophecy,84,82.0,51,61,Xbox,77.47
Ghost Trick: Phantom Detective,83,97.0,60,1016,DS,77.46
Spider-Man 2,83,83.0,60,48,Xbox,77.46
Darksiders,82,79.0,73,374,PlayStation3,77.45
Halo: Combat Evolved Anniversary,82,82.0,73,595,Xbox360,77.45
Mario Kart Wii,82,84.0,73,982,Wii,77.45
Enslaved: Odyssey to the West,82,78.0,72,326,Xbox360,77.41
Dust: An Elysian Tail,83,80.0,59,164,Xbox360,77.41
Sly 3: Honor Among Thieves,83,88.0,59,184,PlayStation2,77.41
Tony Hawk's Underground 2,83,86.0,59,79,PlayStation2,77.41
Rogue Galaxy,83,80.0,59,127,PlayStation2,77.41
DiRT,83,74.0,59,101,Xbox360,77.41
Oddworld: Abe's Oddysee - New 'n' Tasty,84,78.0,50,352,PlayStation4,77.4
Skate 2,84,80.0,50,69,PlayStation3,77.4
Battlefield: Bad Company,84,81.0,50,244,PlayStation3,77.4
X-Men Legends II: Rise of Apocalypse,84,85.0,50,205,Xbox,77.4
Streets of Rage 4,84,79.0,50,285,PC,77.4
Warhawk,84,83.0,50,196,PlayStation3,77.4
Deus Ex: Invisible War,84,76.0,50,42,Xbox,77.4
Metro: Last Light,82,85.0,71,3080,PC,77.37
Call of Duty 3,82,66.0,71,276,Xbox360,77.37
Borderlands,83,78.0,58,506,PlayStation3,77.35
Professor Layton and the Last Specter,83,82.0,58,75,DS,77.35
Need for Speed: Most Wanted - A Criterion Game,84,55.0,49,287,Xbox360,77.34
Horizon Zero Dawn: Complete Edition,84,57.0,49,494,PC,77.34
Hitman 2,82,83.0,70,661,PlayStation4,77.33
Shift 2: Unleashed,82,65.0,70,106,Xbox360,77.33
Sunset Overdrive,81,78.0,89,1410,XboxOne,77.33
Splatoon,81,87.0,88,1345,WiiU,77.3
Bulletstorm,83,77.0,57,310,PlayStation3,77.3
Transistor,83,82.0,57,649,PlayStation4,77.3
Torchlight,83,79.0,57,861,PC,77.3
Test Drive Unlimited,82,80.0,69,97,Xbox360,77.29
Call of Duty: Black Ops III,81,49.0,87,2449,PlayStation4,77.28
Battlefield Vietnam,84,76.0,48,166,PC,77.26
Marvel: Ultimate Alliance,82,76.0,68,137,Xbox360,77.25
Rhythm Heaven Fever,83,82.0,56,79,Wii,77.24
Persona Q: Shadow of the Labyrinth,83,57.0,56,407,3DS,77.24
Deus Ex: Mankind Divided,83,67.0,56,1186,PC,77.24
The Chronicles of Riddick: Assault on Dark Athena,82,81.0,67,80,Xbox360,77.21
Paper Mario: The Origami King,80,69.0,114,1462,Switch,77.19
The Incredible Hulk: Ultimate Destruction,84,80.0,47,23,Xbox,77.19
Hyper Light Drifter,84,82.0,47,340,PC,77.19
Madden NFL 11,84,58.0,47,123,Xbox360,77.19
Prince of Persia: Warrior Within,83,78.0,55,41,Xbox,77.19
Tony Hawk's Underground 2,83,79.0,55,15,Xbox,77.19
Nintendogs: Chihuahua & Friends,83,80.0,55,82,DS,77.19
Two Point Hospital,83,75.0,55,181,PC,77.19
The Vanishing of Ethan Carter,82,80.0,66,783,PC,77.17
Tom Clancy's Rainbow Six Vegas 2,82,78.0,66,190,Xbox360,77.17
Captain Toad: Treasure Tracker,82,79.0,66,215,Switch,77.17
Far Cry 5,81,67.0,83,1749,PlayStation4,77.16
Nintendogs: Lab & Friends,83,77.0,54,117,DS,77.13
TimeSplitters: Future Perfect,83,89.0,54,44,Xbox,77.13
Valkyria Chronicles II,83,83.0,54,86,PSP,77.13
Fable: The Lost Chapters,83,86.0,54,642,PC,77.13
Bloodstained: Ritual of the Night,83,84.0,54,456,PlayStation4,77.13
Need for Speed: Most Wanted,83,86.0,54,176,Xbox360,77.13
SSX,82,64.0,65,191,Xbox360,77.13
Gran Turismo 6,81,80.0,81,915,PlayStation3,77.1
Broken Age: Act 1,82,77.0,64,360,PC,77.08
Severed,82,79.0,64,95,PlayStationVita,77.08
Viva Pinata: Trouble in Paradise,82,81.0,64,69,Xbox360,77.08
Clubhouse Games: 51 Worldwide Classics,82,77.0,64,115,Switch,77.08
Pro Evolution Soccer 2018,83,72.0,53,343,PlayStation4,77.07
DmC: Devil May Cry Definitive Edition,83,75.0,53,672,PlayStation4,77.07
Nintendogs: Dachshund & Friends,83,79.0,53,62,DS,77.07
GoldenEye 007,81,77.0,79,208,Wii,77.04
Control,82,73.0,63,1544,PlayStation4,77.04
The Darkness,82,81.0,63,229,Xbox360,77.04
X-Men Legends,82,79.0,63,16,Xbox,77.04
MotorStorm: Pacific Rift,82,81.0,63,351,PlayStation3,77.04
Minecraft: Xbox 360 Edition,82,73.0,63,541,Xbox360,77.04
Dance Central,82,80.0,63,85,Xbox360,77.04
Theatrhythm Final Fantasy: Curtain Call,83,82.0,52,222,3DS,77.01
Ninja Gaiden: Dragon Sword,83,78.0,52,38,DS,77.01
Ninja Gaiden Sigma 2,83,78.0,52,150,PlayStation3,77.01
Sid Meier's Civilization: Beyond Earth,81,55.0,78,1063,PC,77.01
Captain Toad: Treasure Tracker,81,86.0,78,462,WiiU,77.01
Kingdom Hearts: Birth by Sleep,82,87.0,62,476,PSP,76.99
Dragon's Crown,82,84.0,62,317,PlayStation3,76.99
Assassin's Creed,81,76.0,77,1306,Xbox360,76.98
RAGE,81,67.0,77,595,Xbox360,76.98
James Bond 007: Everything or Nothing,83,75.0,51,29,Xbox,76.95
Prince of Persia: Warrior Within,83,86.0,51,182,PlayStation2,76.95
Prey (2006),83,79.0,51,426,PC,76.95
Dark Souls Remastered,83,80.0,51,260,Switch,76.95
Fire Emblem Echoes: Shadows of Valentia,81,86.0,76,296,3DS,76.94
Saints Row 2,81,82.0,75,350,Xbox360,76.91
Mario & Luigi: Dream Team,81,82.0,75,332,3DS,76.91
Perfect Dark Zero,81,72.0,75,255,Xbox360,76.91
Rockstar Games presents Table Tennis,81,76.0,75,78,Xbox360,76.91
The Banner Saga 2,82,83.0,60,180,PC,76.9
NBA 2K15,83,69.0,50,305,PlayStation4,76.89
Madden NFL 09,83,69.0,50,128,Xbox360,76.89
The Misadventures of P.B. Winterbottom,83,75.0,50,239,Xbox360,76.89
Saints Row,81,76.0,74,248,Xbox360,76.88
Just Cause 2,81,80.0,74,298,Xbox360,76.88
MadWorld,81,86.0,74,198,Wii,76.88
Ninja Gaiden II,81,80.0,74,345,Xbox360,76.88
SOCOM 3: U.S. Navy SEALs,82,88.0,59,70,PlayStation2,76.85
Prince of Persia,81,71.0,73,220,Xbox360,76.84
Tony Hawk's Underground 2 Remix,83,81.0,49,40,PSP,76.82
Resident Evil HD Remaster,83,85.0,49,829,PlayStation4,76.82
Odin Sphere,83,87.0,49,73,PlayStation2,76.82
Torment: Tides of Numenera,81,69.0,72,423,PC,76.81
Condemned: Criminal Origins,81,82.0,72,165,Xbox360,76.81
Tom Clancy's Splinter Cell: Blacklist,82,76.0,58,414,Xbox360,76.8
Command & Conquer Remastered Collection,82,88.0,58,252,PC,76.8
Gravity Rush 2,80,81.0,94,589,PlayStation4,76.8
Kirby: Planet Robobot,81,85.0,71,172,3DS,76.77
Shin Megami Tensei IV,83,66.0,48,502,3DS,76.76
Rhythm Heaven,83,84.0,48,83,DS,76.76
Project CARS,83,71.0,48,473,PC,76.76
Fallout: New Vegas,82,80.0,57,668,PlayStation3,76.75
Gears Tactics,80,77.0,92,409,PC,76.75
Tearaway Unfolded,81,80.0,70,293,PlayStation4,76.74
Bravely Second: End Layer,81,82.0,70,193,3DS,76.74
inFamous: Second Son,80,80.0,90,3691,PlayStation4,76.7
Shadow of the Tomb Raider,82,73.0,56,494,XboxOne,76.7
2010 FIFA World Cup South Africa,82,78.0,56,65,PlayStation3,76.7
Tom Clancy's The Division 2,82,62.0,56,1461,PlayStation4,76.7
Pro Evolution Soccer 2015,82,71.0,56,404,PlayStation4,76.7
Ys: Memories of Celceta,82,87.0,56,281,PlayStationVita,76.7
Monaco: What's Yours Is Mine,83,77.0,47,221,PC,76.69
Indigo Prophecy,83,81.0,47,143,PlayStation2,76.69
Pokemon Shield,80,46.0,89,2792,Switch,76.68
God of War: Ascension,80,76.0,89,1176,PlayStation3,76.68
Hellblade: Senua's Sacrifice,81,79.0,68,1240,PlayStation4,76.66
Fable III,80,66.0,88,680,Xbox360,76.65
Command & Conquer: Red Alert 3,82,69.0,55,542,PC,76.65
Monster Hunter 3 Ultimate,82,82.0,55,326,WiiU,76.65
Pokemon Sword,80,46.0,87,5218,Switch,76.63
Resistance: Retribution,81,80.0,67,104,PSP,76.62
God of War III Remastered,81,82.0,67,1133,PlayStation4,76.62
Professor Layton and the Miracle Mask,82,81.0,54,150,3DS,76.6
Final Fantasy XIII,82,61.0,54,635,Xbox360,76.6
eFootball PES 2020,82,76.0,54,956,PlayStation4,76.6
Warhammer: Vermintide 2,82,75.0,54,257,PC,76.6
Hot Shots Golf: Out of Bounds,81,83.0,66,35,PlayStation3,76.59
Midnight Club: Los Angeles,81,84.0,66,153,Xbox360,76.59
MechAssault 2: Lone Wolf,81,76.0,66,26,Xbox,76.59
MechAssault 2: Lone Wolf,81,76.0,66,26,Xbox,76.59
Crash Bandicoot N. Sane Trilogy,80,84.0,85,1182,PlayStation4,76.58
Pokemon Sword / Shield Dual Pack,80,43.0,85,373,Switch,76.58
Phoenix Wright: Ace Attorney - Spirit of Justice,81,83.0,65,120,3DS,76.55
Wasteland 2,81,72.0,65,1207,PC,76.55
Tony Hawk's Project 8,81,76.0,65,43,Xbox360,76.55
Star Fox 64 3D,81,81.0,65,268,3DS,76.55
Firewatch,81,70.0,65,1265,PC,76.55
Metro Exodus,82,71.0,53,3918,PC,76.54
Metro Exodus,82,71.0,53,3918,PC,76.54
Hitman: Blood Money,82,86.0,53,122,Xbox360,76.54
WarioWare D.I.Y.,82,82.0,53,47,DS,76.54
Judgment,80,84.0,83,335,PlayStation4,76.52
Company of Heroes 2,80,21.0,82,5795,PC,76.5
Dragon Age II,82,44.0,52,1225,PlayStation3,76.49
Pokemon Alpha Sapphire,82,74.0,52,726,3DS,76.49
WildStar,82,75.0,52,955,PC,76.49
Mega Man 11,82,83.0,52,193,PlayStation4,76.49
Assassin's Creed Origins,81,72.0,63,2626,PlayStation4,76.47
Injustice: Gods Among Us,81,79.0,63,395,Xbox360,76.47
Phoenix Wright: Ace Attorney - Dual Destinies,81,81.0,63,237,3DS,76.47
Watch Dogs,80,64.0,80,3409,PlayStation4,76.44
Uncharted: Golden Abyss,80,75.0,80,867,PlayStationVita,76.44
Legend of Grimrock,82,81.0,51,717,PC,76.43
The Banner Saga 3,82,78.0,51,107,PC,76.43
Tokyo Mirage Sessions #FE Encore,81,62.0,62,209,Switch,76.42
Painkiller,81,81.0,62,366,PC,76.42
Quake 4,81,76.0,62,366,PC,76.42
Dragon's Dogma: Dark Arisen,81,81.0,62,540,PC,76.42
Call of Duty: Modern Warfare,80,33.0,78,9134,PlayStation4,76.39
"Pokemon: Let's Go, Eevee!",80,62.0,78,986,Switch,76.39
A Plague Tale: Innocence,81,85.0,61,861,PlayStation4,76.38
Torchlight,81,77.0,61,138,Xbox360,76.38
Saints Row: The Third,82,78.0,50,434,PlayStation3,76.37
Antichamber,82,83.0,50,597,PC,76.37
Midnight Club: Los Angeles,82,84.0,50,144,PlayStation3,76.37
Tekken Tag Tournament 2,82,83.0,50,252,PlayStation3,76.37
Saints Row 2,82,80.0,50,161,PlayStation3,76.37
Assassin's Creed: Revelations,80,73.0,77,677,Xbox360,76.36
Catherine: Full Body,81,79.0,60,182,PlayStation4,76.34
From Dust,80,76.0,76,91,Xbox360,76.33
Condemned 2: Bloodshot,80,84.0,76,196,Xbox360,76.33
Castle Crashers,82,88.0,49,284,Xbox360,76.31
F1 2016,82,79.0,49,126,PlayStation4,76.31
NBA 2K19,82,27.0,49,442,PlayStation4,76.31
