name,score,user score,critics,users,platform,rating
Far Cry,89,80.0,72,1003,PC,74.0
Mad Max,69,78.0,71,1492,PlayStation4,73.98
INSIDE,93,83.0,87,662,XboxOne,73.95
Hitman 2,82,83.0,70,661,PlayStation4,73.95
Sunset Overdrive,81,78.0,89,1410,XboxOne,73.82
Risen,77,81.0,32,812,PC,73.77
Rocket League,86,79.0,20,1110,PC,73.73
Monster Hunter: World,90,77.0,93,1741,PlayStation4,73.67
Gran Turismo 6,81,80.0,81,915,PlayStation3,73.66
XCOM: Enemy Within,86,81.0,54,790,PC,73.66
Fallout 3,90,79.0,57,1067,PlayStation3,73.6
Dark Souls II: Scholar of the First Sin,87,79.0,42,1053,PlayStation4,73.56
Grand Theft Auto V,97,78.0,14,1285,XboxOne,73.55
Dark Souls II,91,79.0,30,1035,Xbox360,73.5
New Super Mario Bros. U,84,80.0,70,872,WiiU,73.49
Metal Gear Rising: Revengeance,80,80.0,61,871,PlayStation3,73.48
Gran Turismo 5,84,78.0,82,1255,PlayStation3,73.48
Injustice 2,87,81.0,90,750,PlayStation4,73.45
Beyond: Two Souls,72,79.0,30,1019,PlayStation4,73.45
Spyro Reignited Trilogy,82,81.0,80,747,PlayStation4,73.44
Final Fantasy XV: Windows Edition,85,80.0,29,846,PC,73.37
Pokemon Ultra Sun,84,79.0,59,996,3DS,73.37
Resistance: Fall of Man,86,80.0,70,837,PlayStation3,73.33
Stellaris,78,80.0,57,828,PC,73.29
Heavy Rain,78,79.0,30,972,PlayStation4,73.29
Assassin's Creed IV: Black Flag,86,80.0,35,827,Xbox360,73.29
Metal Gear Rising: Revengeance,83,80.0,27,825,PC,73.28
Bayonetta,90,81.0,86,718,Xbox360,73.28
Legend of Grimrock,82,81.0,51,717,PC,73.27
Resident Evil 7: biohazard,83,78.0,17,1161,PC,73.24
L.A. Noire,89,79.0,83,951,Xbox360,73.22
L.A. Noire,89,78.0,78,1144,PlayStation3,73.2
The Outer Worlds,85,81.0,27,704,XboxOne,73.2
Dragon Age: Origins,86,80.0,68,803,Xbox360,73.18
Serious Sam 3: BFE,72,81.0,53,700,PC,73.18
Max Payne 3,86,79.0,80,940,Xbox360,73.18
Banished,73,81.0,32,699,PC,73.17
Mad Max,73,78.0,22,1120,PC,73.14
Max Payne 3,87,79.0,31,917,PlayStation3,73.09
The Vanishing of Ethan Carter,82,80.0,66,783,PC,73.08
The Banner Saga,80,80.0,74,778,PC,73.06
Shenmue III,67,78.0,78,1091,PlayStation4,73.05
Shadow Warrior,73,80.0,50,772,PC,73.03
The Elder Scrolls IV: Oblivion,93,81.0,45,672,PlayStation3,73.01
Dishonored,89,79.0,35,887,PlayStation3,72.98
Metro Redux,83,80.0,30,759,PlayStation4,72.97
Mortal Kombat X,83,78.0,81,1058,PlayStation4,72.96
Dishonored,88,79.0,56,875,Xbox360,72.93
Nioh 2,85,79.0,91,872,PlayStation4,72.92
Torchlight,83,79.0,57,861,PC,72.87
Borderlands,81,76.0,37,1676,PC,72.86
Prey,79,78.0,68,997,PlayStation4,72.77
Halo: The Master Chief Collection,85,76.0,69,1601,XboxOne,72.75
Death Stranding,82,73.0,111,16949,PlayStation4,72.7
Watch Dogs 2,82,76.0,95,1554,PlayStation4,72.68
DOOM 3,87,77.0,83,1183,PC,72.66
Battlefield 3,84,75.0,57,2172,Xbox360,72.64
Sekiro: Shadows Die Twice,91,80.0,31,696,XboxOne,72.64
Dragon Ball Z: Kakarot,73,79.0,75,791,PlayStation4,72.58
Darksiders II,81,79.0,23,787,PC,72.56
Dragon Age: Origins,87,80.0,41,680,PlayStation3,72.55
Final Fantasy XII,92,76.0,64,1432,PlayStation2,72.49
Fallout: New Vegas,82,80.0,57,668,PlayStation3,72.49
The Sims 3,86,77.0,75,1101,PC,72.46
Pokemon Sun,87,77.0,87,1082,3DS,72.41
Battlefield 3,85,75.0,38,1843,PlayStation3,72.33
World of Warcraft,93,74.0,57,2934,PC,72.33
A Way Out,78,79.0,62,734,PlayStation4,72.31
Resogun,84,77.0,66,1034,PlayStation4,72.28
Assassin's Creed,81,76.0,77,1306,Xbox360,72.27
Middle-earth: Shadow of Mordor,87,79.0,12,708,XboxOne,72.19
Dragon Age: Inquisition,89,74.0,43,2649,PlayStation4,72.18
Batman: Arkham Origins,76,78.0,46,827,PlayStation3,72.18
The Evil Within,75,75.0,65,1698,PlayStation4,72.17
Just Cause 2,84,77.0,33,995,PC,72.17
Horizon Zero Dawn: The Frozen Wilds,83,79.0,70,686,PlayStation4,72.08
Outlast,78,78.0,33,798,PlayStation4,72.06
Chivalry: Medieval Warfare,79,77.0,24,947,PC,72.02
God of War: Ascension,80,76.0,89,1176,PlayStation3,72.0
ZombiU,77,78.0,70,777,WiiU,71.97
The Sims,92,79.0,38,665,PC,71.97
Counter-Strike: Global Offensive,83,73.0,38,4150,PC,71.89
Batman: Arkham Origins,74,75.0,17,1465,PC,71.86
Forza Motorsport 6,87,77.0,85,886,XboxOne,71.83
Bulletstorm,82,77.0,34,864,PC,71.75
Final Fantasy XV,83,78.0,13,715,XboxOne,71.7
Pokemon Moon,87,77.0,84,849,3DS,71.7
Pokemon X,87,75.0,71,1349,3DS,71.68
Arma 3,74,76.0,38,1029,PC,71.65
Prototype,79,78.0,35,703,PC,71.65
Call of Duty: World at War,83,76.0,36,1013,PC,71.61
Saints Row IV,86,74.0,45,1796,PC,71.55
Devil May Cry 5,87,76.0,64,987,XboxOne,71.54
The Elder Scrolls Online: Tamriel Unlimited,74,76.0,30,972,PlayStation4,71.5
Pokemon Y,88,75.0,69,1243,3DS,71.49
Age of Empires III,81,78.0,52,669,PC,71.48
eFootball PES 2020,82,76.0,54,956,PlayStation4,71.46
Deus Ex: Mankind Divided,84,76.0,59,952,PlayStation4,71.45
Darksiders,83,77.0,18,777,PC,71.43
Assassin's Creed: Director's Cut Edition,79,75.0,38,1206,PC,71.42
Assassin's Creed: Revelations,80,75.0,20,1154,PC,71.32
Gears of War: Ultimate Edition,82,77.0,74,714,XboxOne,71.18
Pokemon Ultra Moon,84,77.0,55,711,3DS,71.16
S.T.A.L.K.E.R.: Clear Sky,75,77.0,47,710,PC,71.16
Sleeping Dogs,83,77.0,40,709,PlayStation3,71.16
Assassin's Creed II,86,73.0,22,2221,PC,71.14
Shin Megami Tensei: Persona 4,90,76.0,47,844,PlayStation2,71.12
Halo 3: ODST,83,74.0,94,1424,Xbox360,71.11
Dragon Ball: Xenoverse,69,77.0,50,667,PlayStation4,70.97
Gears of War,87,77.0,36,662,PC,70.95
The Outer Worlds,82,73.0,29,1930,PC,70.93
Assassin's Creed: Revelations,80,76.0,39,770,PlayStation3,70.87
WildStar,82,75.0,52,955,PC,70.86
Tom Clancy's Splinter Cell: Blacklist,82,75.0,13,901,PC,70.72
Metal Gear Solid V: The Phantom Pain,95,74.0,10,1173,XboxOne,70.72
Deadpool,63,76.0,15,723,PC,70.69
Assassin's Creed Origins,85,76.0,42,714,XboxOne,70.66
Final Fantasy XIII,83,72.0,83,2816,PlayStation3,70.65
Final Fantasy XIII,83,72.0,83,2816,PlayStation3,70.65
Uncharted: Golden Abyss,80,75.0,80,867,PlayStationVita,70.63
Battlefield 1,87,76.0,39,701,XboxOne,70.61
Dark Souls II,91,72.0,36,2703,PC,70.6
Resident Evil 5,84,75.0,76,854,PlayStation3,70.59
XCOM 2,88,73.0,104,1560,PC,70.59
Remember Me,65,74.0,26,1100,PC,70.58
Assassin's Creed Origins,81,72.0,63,2626,PlayStation4,70.57
Control,82,73.0,63,1544,PlayStation4,70.57
Shadow of the Tomb Raider,75,74.0,63,1094,PlayStation4,70.57
Aliens vs. Predator,68,74.0,35,1057,PC,70.49
Ni no Kuni II: Revenant Kingdom,84,75.0,84,809,PlayStation4,70.45
Call of Duty: World at War,84,76.0,84,660,Xbox360,70.44
Shadowrun Returns,76,74.0,54,999,PC,70.37
Gothic 3,63,75.0,39,778,PC,70.35
Dark Souls Remastered,84,75.0,53,765,PlayStation4,70.31
Quantum Break,77,72.0,106,2044,XboxOne,70.26
Wolfenstein II: The New Colossus,87,73.0,70,1292,PlayStation4,70.25
Batman: Arkham Origins,74,75.0,46,742,Xbox360,70.24
Metro Exodus,82,71.0,53,3918,PC,70.12
Metro Exodus,82,71.0,53,3918,PC,70.12
Shin Megami Tensei: Persona 3 FES,89,75.0,25,708,PlayStation2,70.12
Pokemon Omega Ruby,83,74.0,61,876,3DS,70.08
Halo 4,87,71.0,87,3558,Xbox360,70.04
DmC: Devil May Cry Definitive Edition,83,75.0,53,672,PlayStation4,69.98
"Warhammer 40,000: Space Marine",74,75.0,34,664,PC,69.95
World of Warcraft: Legion,88,73.0,62,1045,PC,69.86
The Elder Scrolls V: Skyrim Special Edition,81,74.0,40,790,PlayStation4,69.85
Final Fantasy XIV Online: A Realm Reborn,83,72.0,32,1506,PC,69.83
Total War: WARHAMMER,86,74.0,77,778,PC,69.81
inFamous: First Light,73,74.0,70,774,PlayStation4,69.8
Assassin's Creed,81,73.0,40,1015,PlayStation3,69.8
Star Fox Zero,69,74.0,82,749,WiiU,69.73
Tom Clancy's Rainbow Six Siege,73,73.0,40,961,PlayStation4,69.69
Guild Wars 2: Heart of Thorns,81,73.0,22,953,PC,69.68
Pokemon Alpha Sapphire,82,74.0,52,726,3DS,69.66
Battlefield 1,88,71.0,54,2224,PC,69.6
Shin Megami Tensei: Persona 3 Portable,89,74.0,40,673,PSP,69.48
Wasteland 2,81,72.0,65,1207,PC,69.48
Battlefield 4,85,71.0,18,1997,PlayStation4,69.48
Age of Conan: Hyborian Adventures,80,73.0,44,825,PC,69.39
Microsoft Flight Simulator,91,72.0,64,1123,PC,69.36
Red Orchestra 2: Heroes of Stalingrad,76,73.0,49,761,PC,69.23
Hitman: Absolution,79,71.0,26,1581,PC,69.2
Tom Clancy's Rainbow Six Siege,79,71.0,37,1478,PC,69.11
flower,91,73.0,11,716,PlayStation4,69.1
Empire: Total War,90,70.0,62,3113,PC,69.1
Control,85,72.0,33,941,PC,69.06
Metro Exodus,80,71.0,41,1365,PlayStation4,69.0
Assassin's Creed: Revelations,80,73.0,77,677,Xbox360,68.99
Final Fantasy XIV Online: A Realm Reborn,86,73.0,35,666,PlayStation4,68.96
Resident Evil 5,86,72.0,30,881,PC,68.95
Tom Clancy's The Division,80,70.0,63,2529,PlayStation4,68.94
DmC: Devil May Cry,85,70.0,22,2070,PC,68.76
Kingdom Come: Deliverance,69,72.0,30,749,PlayStation4,68.66
Pro Evolution Soccer 2016,87,72.0,54,711,PlayStation4,68.57
Dishonored 2,86,71.0,40,965,PC,68.51
The Witness,87,72.0,82,671,PlayStation4,68.47
Gears of War 4,84,70.0,99,1467,XboxOne,68.41
PlanetSide 2,84,70.0,42,1343,PC,68.31
Sid Meier's Civilization VI,88,70.0,84,1285,PC,68.26
Grand Theft Auto IV,90,69.0,40,2985,PC,68.25
Firewatch,81,70.0,65,1265,PC,68.24
ARMS,77,71.0,97,792,Switch,68.22
Elex,67,70.0,31,1223,PC,68.2
Fall Guys: Ultimate Knockout,81,71.0,52,780,PlayStation4,68.19
LittleBigPlanet 3,79,71.0,78,673,PlayStation4,67.97
Crysis 2,86,69.0,42,1888,PC,67.93
Batman: Arkham Knight,85,70.0,16,871,XboxOne,67.79
Dead Island,80,69.0,24,1543,PC,67.77
Assassin's Creed III,85,69.0,41,1528,PlayStation3,67.76
Black Desert Online,73,69.0,35,1524,PC,67.75
Far Cry 4,80,69.0,17,1508,PC,67.75
Dragon Age: Inquisition,85,70.0,28,822,XboxOne,67.72
Paper Mario: The Origami King,80,69.0,114,1462,Switch,67.72
LittleBigPlanet,95,68.0,85,5533,PlayStation3,67.67
Watch Dogs 2,75,70.0,16,778,PC,67.65
Need for Speed,66,69.0,69,1241,PlayStation4,67.57
Dead Rising 3,78,69.0,69,962,XboxOne,67.32
Killzone: Shadow Fall,73,68.0,88,2357,PlayStation4,67.32
Assassin's Creed Syndicate,76,68.0,86,1955,PlayStation4,67.21
Assassin's Creed Origins,84,68.0,29,1749,PC,67.14
TERA,77,69.0,41,787,PC,67.12
Final Fantasy XIII-2,79,69.0,53,782,PlayStation3,67.11
Shadow of the Tomb Raider,77,69.0,20,761,PC,67.09
Undertale,92,69.0,18,755,PlayStation4,67.08
Need for Speed: Hot Pursuit,86,69.0,14,742,PC,67.06
Crash Team Racing: Nitro-Fueled,83,69.0,75,699,PlayStation4,67.0
Tom Clancy's The Division,80,69.0,33,699,XboxOne,67.0
Assassin's Creed III,84,68.0,61,1317,Xbox360,66.96
Apex Legends,89,68.0,28,1303,PlayStation4,66.95
Fallout 4,87,67.0,58,5440,PlayStation4,66.77
The Order: 1886,63,67.0,94,3817,PlayStation4,66.69
Titanfall,86,67.0,68,2507,XboxOne,66.56
Ryse: Son of Rome,61,68.0,27,669,PC,66.45
Lords of the Fallen,73,68.0,36,661,PC,66.44
Elite: Dangerous,80,67.0,54,1833,PC,66.44
Far Cry 5,81,67.0,83,1749,PlayStation4,66.42
Crysis 3,76,67.0,47,1435,PC,66.33
Call of Duty: Black Ops,88,67.0,58,1252,PlayStation3,66.27
Deus Ex: Mankind Divided,83,67.0,56,1186,PC,66.24
Kingdoms of Amalur: Reckoning,81,67.0,25,1184,PC,66.24
Wolfenstein II: The New Colossus,86,67.0,40,1172,PC,66.24
Fez,91,67.0,11,1158,PC,66.23
Sonic Forces,57,67.0,46,784,PlayStation4,66.03
Monster Hunter: World,88,67.0,34,678,PC,65.95
The Elder Scrolls V: Skyrim,92,66.0,16,2704,PlayStation3,65.78
Fable II,89,66.0,95,2569,Xbox360,65.77
Call of Duty: Modern Warfare 2,94,66.0,67,2362,PlayStation3,65.75
Diablo III: Reaper of Souls,87,66.0,75,1644,PC,65.68
Call of Duty: Black Ops,87,66.0,89,1617,Xbox360,65.67
Far Cry Primal,76,66.0,91,955,PlayStation4,65.54
Goat Simulator,62,66.0,39,928,PC,65.53
Fable III,80,66.0,88,680,Xbox360,65.45
Dota 2,90,65.0,33,11474,PC,64.99
Overwatch,91,65.0,64,5896,PC,64.99
Call of Duty: Modern Warfare 2,94,65.0,100,2957,Xbox360,64.98
Resident Evil 3,79,65.0,83,2299,PlayStation4,64.97
Fallout 4,88,65.0,39,2042,XboxOne,64.97
Dear Esther,75,65.0,37,716,PC,64.94
Tekken 7,82,65.0,78,693,PlayStation4,64.94
The Bureau: XCOM Declassified,66,65.0,45,676,PC,64.94
Defiance,64,65.0,40,660,PC,64.94
Just Cause 3,73,64.0,42,703,PlayStation4,64.42
Dead Space 3,78,64.0,68,735,Xbox360,64.42
Knack,54,64.0,83,1291,PlayStation4,64.3
Heroes of the Storm,86,64.0,57,1445,PC,64.28
Metal Gear Solid V: Ground Zeroes,75,64.0,70,1449,PlayStation4,64.27
Assassin's Creed III,80,64.0,21,2059,PC,64.21
Overwatch,90,64.0,31,2139,PlayStation4,64.21
Halo 5: Guardians,84,64.0,101,3266,XboxOne,64.15
Watch Dogs,80,64.0,80,3409,PlayStation4,64.14
Tom Clancy's Ghost Recon: Wildlands,70,63.0,64,852,PlayStation4,63.82
Borderlands: The Pre-Sequel,75,63.0,55,906,PC,63.79
Assassin's Creed Syndicate,74,63.0,14,910,PC,63.79
The Evil Within,68,63.0,18,970,PC,63.76
Ryse: Son of Rome,60,63.0,77,1621,XboxOne,63.54
Driveclub,71,63.0,85,1744,PlayStation4,63.52
Titanfall,86,63.0,29,1758,PC,63.51
FIFA 14,87,62.0,26,709,PlayStation4,63.39
Star Trek Online,66,62.0,34,725,PC,63.37
Thief,67,62.0,48,726,PlayStation4,63.37
Assassin's Creed Odyssey,83,63.0,86,2733,PlayStation4,63.37
Need for Speed Heat,72,62.0,61,738,PlayStation4,63.36
Need for Speed: Rivals,80,62.0,53,815,PlayStation4,63.29
Supreme Commander 2,77,62.0,54,821,PC,63.28
Forza Motorsport 7,86,62.0,79,894,XboxOne,63.22
"Pokemon: Let's Go, Eevee!",80,62.0,78,986,Switch,63.15
Destiny: The Taken King,86,62.0,81,1098,PlayStation4,63.08
Far Cry 5,78,62.0,31,1427,PC,62.91
Tom Clancy's The Division 2,82,62.0,56,1461,PlayStation4,62.9
Assassin's Creed Odyssey,87,61.0,34,707,XboxOne,62.87
Resistance 2,87,62.0,79,1984,PlayStation3,62.72
For Honor,78,61.0,59,1051,PlayStation4,62.5
Resident Evil 6,69,61.0,18,1134,PC,62.43
Battlefield 4,81,62.0,52,3821,PC,62.42
Dead Space 3,78,61.0,16,1284,PC,62.32
Watch Dogs,78,60.0,15,793,XboxOne,62.22
"Pokemon: Let's Go, Pikachu!",79,61.0,84,1619,Switch,62.12
Watch Dogs: Legion,76,59.0,38,716,PC,61.82
Forza Motorsport 5,79,60.0,76,1138,XboxOne,61.79
Apex Legends,88,60.0,25,1188,PC,61.74
Tom Clancy's The Division,79,60.0,33,1460,PC,61.52
Amnesia: A Machine for Pigs,72,59.0,59,904,PC,61.48
Overwatch,91,59.0,18,917,XboxOne,61.46
Gran Turismo Sport,75,60.0,83,1617,PlayStation4,61.41
Destiny,76,61.0,95,5540,PlayStation4,61.41
Assassin's Creed Odyssey,86,60.0,14,1767,PC,61.33
Star Wars: The Old Republic,85,60.0,73,2773,PC,60.94
Risen 3: Titan Lords,65,58.0,49,892,PC,60.92
Thief,70,59.0,37,1576,PC,60.73
War Thunder,81,58.0,8,1020,PC,60.7
Far Cry 2,85,59.0,34,1645,PC,60.68
Just Cause 3,74,57.0,50,760,PC,60.66
Risen 2: Dark Waters,69,57.0,51,812,PC,60.53
Borderlands 3,78,58.0,43,1178,PlayStation4,60.47
Mirror's Edge Catalyst,69,56.0,50,663,PlayStation4,60.43
Duke Nukem Forever,54,58.0,48,1228,PC,60.4
Hearthstone: Heroes of Warcraft,88,59.0,42,2117,PC,60.4
Far Cry Primal,74,56.0,18,688,PC,60.35
World of Warcraft: Warlords of Draenor,87,58.0,49,1335,PC,60.27
Call of Duty: Black Ops II,83,57.0,21,1076,PlayStation3,59.99
Mass Effect 3,93,59.0,74,3740,Xbox360,59.88
World of Warcraft: Cataclysm,90,57.0,53,1163,PC,59.85
Quantum Break,66,56.0,14,889,PC,59.78
Gears of War: Judgment,79,56.0,81,900,Xbox360,59.76
Dragon Age: Inquisition,85,59.0,45,4485,PC,59.75
RAGE 2,73,55.0,55,715,PC,59.74
Tom Clancy's Splinter Cell: Conviction,83,55.0,20,767,PC,59.57
Mass Effect 3,89,59.0,23,6764,PC,59.52
FIFA 15,82,56.0,47,1076,PlayStation4,59.37
Call of Duty: Advanced Warfare,83,57.0,39,1643,PlayStation4,59.26
Call of Duty: Advanced Warfare,81,55.0,53,931,XboxOne,59.1
Mass Effect 3,93,57.0,30,1942,PlayStation3,59.0
Resident Evil 3,77,55.0,30,1045,PC,58.82
Sid Meier's Civilization: Beyond Earth,81,55.0,78,1063,PC,58.78
Resident Evil 6,74,56.0,34,1467,PlayStation3,58.75
State of Decay 2,66,54.0,70,886,XboxOne,58.64
Mirror's Edge Catalyst,74,53.0,24,733,PC,58.63
The Elder Scrolls Online,71,57.0,64,2565,PC,58.61
DmC: Devil May Cry,85,56.0,40,1611,PlayStation3,58.58
Genshin Impact,84,54.0,18,952,PC,58.45
Call of Duty: Black Ops,81,56.0,29,1938,PC,58.25
MechWarrior Online,68,53.0,10,873,PC,58.11
Destiny,75,55.0,11,1767,XboxOne,57.69
Spore,84,55.0,75,1907,PC,57.54
For Honor,76,52.0,31,893,PC,57.47
Battlefield Hardline,73,52.0,46,978,PlayStation4,57.19
The Last of Us Part II,93,57.0,121,146262,PlayStation4,57.04
Sonic the Hedgehog,46,49.0,38,708,Xbox360,56.66
DmC: Devil May Cry,86,53.0,65,1484,Xbox360,56.66
Red Dead Redemption 2,93,55.0,44,3546,PC,56.55
Gone Home,86,54.0,56,2178,PC,56.53
RAGE,79,53.0,32,1730,PC,56.28
Mafia III,68,53.0,67,1769,PlayStation4,56.23
Hatred,43,47.0,48,669,PC,55.88
FIFA 17,85,49.0,42,880,PlayStation4,55.8
Fallout 4,84,55.0,38,8756,PC,55.69
Mass Effect: Andromeda,76,50.0,35,1096,XboxOne,55.59
World of Warcraft: Mists of Pandaria,82,51.0,42,1400,PC,55.45
Assassin's Creed Unity,70,53.0,40,2676,PlayStation4,55.35
Resident Evil 6,67,51.0,71,1480,Xbox360,55.28
Sea of Thieves,67,46.0,31,694,PC,55.2
Animal Crossing: New Horizons,90,54.0,110,5736,Switch,55.12
Call of Duty: Black Ops III,81,46.0,15,749,XboxOne,54.84
League of Legends,78,53.0,37,3792,PC,54.76
Borderlands 3,81,52.0,53,2454,PC,54.73
Sea of Thieves,69,51.0,71,1991,XboxOne,54.45
Marvel's Avengers,67,51.0,90,2048,PlayStation4,54.38
Valorant,80,52.0,42,2919,PC,54.37
Call of Duty: Black Ops II,83,51.0,73,2444,Xbox360,53.95
Call of Duty: Ghosts,78,43.0,7,724,XboxOne,53.43
Destiny 2,85,50.0,95,2378,PlayStation4,53.23
Call of Duty: Advanced Warfare,78,47.0,18,1249,PC,53.18
Star Wars Battlefront,73,50.0,59,2566,PlayStation4,53.04
Need for Speed: Most Wanted - A Criterion Game,78,44.0,14,899,PC,52.84
Call of Duty: Black Ops III,81,49.0,87,2449,PlayStation4,52.37
Assassin's Creed Unity,72,45.0,59,1135,XboxOne,52.31
FIFA 16,82,44.0,42,1002,PlayStation4,52.29
Evolve,76,43.0,46,928,PlayStation4,52.09
Mass Effect: Andromeda,72,50.0,37,4148,PC,52.04
Star Wars Battlefront,75,45.0,40,1229,XboxOne,51.94
Call of Duty: WWII,79,47.0,83,1729,PlayStation4,51.94
Evolve,77,43.0,39,967,PC,51.87
Battlefield Hardline,71,42.0,31,895,PC,51.71
Anthem,65,39.0,24,690,XboxOne,51.65
Tom Clancy's The Division 2,84,46.0,34,1556,PC,51.62
Watch Dogs,77,49.0,18,3530,PC,51.5
Mass Effect: Andromeda,71,49.0,61,3862,PlayStation4,51.32
Dragon Age II,82,44.0,52,1225,PlayStation3,51.31
PlayerUnknown's Battlegrounds,86,46.0,46,1688,PC,51.31
Crackdown 3,60,42.0,82,1007,XboxOne,51.06
Call of Duty: Black Ops II,74,46.0,11,1864,PC,50.94
Middle-earth: Shadow of War,80,44.0,69,1370,PlayStation4,50.79
Need for Speed Payback,61,42.0,59,1200,PlayStation4,50.12
Dragon Age II,79,46.0,75,2397,Xbox360,50.07
ArcheAge,80,37.0,11,763,PC,49.93
Middle-earth: Shadow of War,75,39.0,17,906,PC,49.9
Call of Duty: Infinite Warfare,73,36.0,16,711,PC,49.9
Pokemon Shield,80,46.0,89,2792,Switch,49.61
Call of Duty: WWII,73,37.0,21,801,PC,49.59
Destiny 2,83,42.0,36,1466,PC,49.1
The Last of Us: Left Behind,88,45.0,69,2741,PlayStation3,48.86
Dragon Age II,82,46.0,45,4857,PC,48.26
Pokemon Sword,80,46.0,87,5218,Switch,48.12
Fortnite,78,37.0,16,1040,PlayStation4,47.82
Call of Duty: Black Ops 4,83,40.0,72,1553,PlayStation4,47.42
Call of Duty: Infinite Warfare,77,40.0,87,1699,PlayStation4,46.96
Call of Duty: Black Ops 4,83,31.0,29,761,PC,46.73
Call of Duty: Modern Warfare 2,86,45.0,40,6957,PC,46.72
Call of Duty: Modern Warfare,80,37.0,22,1259,XboxOne,46.59
Call of Duty: Ghosts,78,39.0,49,1684,PlayStation4,46.29
Total War: Rome II,76,43.0,71,3905,PC,46.16
The Sims 4,70,41.0,75,2396,PC,46.16
Mafia III,62,38.0,31,1522,PC,46.13
FIFA 18,84,34.0,68,1037,PlayStation4,46.01
Battlefield V,78,29.0,38,759,XboxOne,45.69
Aliens: Colonial Marines,45,35.0,40,1211,PC,45.54
Street Fighter V,77,36.0,80,1390,PlayStation4,45.3
Assassin's Creed Unity,70,38.0,10,1920,PC,44.87
Anthem,54,34.0,28,1321,PlayStation4,44.29
Anthem,59,40.0,76,3642,PC,43.82
Star Wars Battlefront,72,35.0,19,1666,PC,43.48
Tom Clancy's Ghost Recon: Breakpoint,58,25.0,30,771,PC,43.39
Mortal Kombat 11,82,36.0,85,2020,PlayStation4,43.11
X Rebirth,33,32.0,24,1307,PC,43.03
World of Tanks,80,35.0,38,1841,PC,42.88
Tom Clancy's Ghost Recon: Breakpoint,56,28.0,56,976,PlayStation4,42.88
Call of Duty: Black Ops III,73,31.0,10,1223,PC,42.87
Diablo III,88,41.0,86,9774,PC,42.51
Command & Conquer 4: Tiberian Twilight,64,21.0,71,693,PC,42.4
Payday 2,79,38.0,51,3757,PC,42.02
Fortnite,81,28.0,11,1099,PC,41.83
Wolfenstein: Youngblood,69,23.0,50,816,PC,41.72
Batman: Arkham Knight,70,35.0,14,2290,PC,41.68
Call of Duty: Ghosts,71,27.0,10,1065,PlayStation3,41.49
Fallout 76,49,32.0,33,1726,XboxOne,41.09
No Man's Sky,61,33.0,17,2356,PC,39.97
World of Warcraft: Battle for Azeroth,79,30.0,39,1663,PC,39.91
NBA 2K18,80,17.0,54,720,PlayStation4,39.9
Death Stranding,86,34.0,54,3031,PC,39.52
Call of Duty: Modern Warfare 3,88,35.0,81,8597,Xbox360,37.13
Call of Duty: Modern Warfare 3,88,33.0,39,5293,PlayStation3,36.53
FIFA 19,83,20.0,67,1163,PlayStation4,36.25
Call of Duty: Ghosts,73,27.0,29,2116,Xbox360,36.0
Battlefield V,81,29.0,52,2814,PC,35.81
Call of Duty: Modern Warfare,80,33.0,78,9134,PlayStation4,35.15
Metal Gear Survive,60,14.0,70,1045,PlayStation4,33.69
FIFA 20: Legacy Edition,43,9.0,9,868,Switch,33.13
Call of Duty: Modern Warfare 3,78,29.0,26,5477,PC,32.86
Fallout 76,53,28.0,43,4711,PlayStation4,32.53
Star Wars Battlefront II,66,15.0,34,1261,XboxOne,32.13
NBA 2K20,78,13.0,42,1142,PlayStation4,32.0
Battlefield V,73,23.0,23,2542,PlayStation4,31.63
Call of Duty: Modern Warfare,81,25.0,27,3562,PC,31.23
Fallout 76,52,27.0,46,6454,PC,30.51
Call of Duty: Ghosts,68,22.0,14,3500,PC,28.8
FIFA 21,72,8.0,57,1153,PlayStation4,28.7
Madden NFL 21,69,4.0,20,994,XboxOne,28.29
SimCity,64,22.0,75,4539,PC,27.44
Company of Heroes 2,80,21.0,82,5795,PC,25.49
Star Wars Battlefront II,65,15.0,24,2988,PC,24.02
Infestation: Survivor Stories (The War Z),20,17.0,13,3970,PC,23.82
Tom Clancy's The Division 2: Warlords of New York,79,5.0,19,1498,PC,23.31
FIFA 20,79,12.0,62,3420,PlayStation4,20.55
Star Wars Battlefront II,68,15.0,62,8525,PlayStation4,18.58
Madden NFL 21,63,2.0,29,5363,PlayStation4,8.89
Warcraft III: Reforged,59,6.0,46,30532,PC,7.25
